0	0.000000
1	0.000000
2	0.000000
3	0.000000
4	5.000000
5	5.000000
6	7.000000
7	12.000000
8	26.000000
9	29.000000
10	55.000000
11	101.000000
12	105.000000
13	226.000000
14	133.000000
15	149.000000
16	263.000000
17	170.000000
18	250.000000
19	272.000000
20	252.000000
21	266.000000
22	293.000000
23	268.000000
24	375.000000
25	433.000000
26	472.000000
27	485.000000
28	671.000000
29	872.000000
30	648.000000
31	1013.000000
32	1154.000000
33	1055.000000
34	1773.000000
35	3257.000000
36	1365.000000
37	2043.000000
38	2067.000000
39	1120.000000
40	1095.000000
41	1243.000000
42	1063.000000
43	1001.000000
44	1170.000000
45	946.000000
46	1102.000000
47	957.000000
48	887.000000
49	821.000000
50	935.000000
51	836.000000
52	843.000000
53	849.000000
54	864.000000
55	878.000000
56	1017.000000
57	1185.000000
58	1665.000000
59	1528.000000
60	1464.000000
61	2314.000000
62	1451.000000
63	1379.000000
64	1274.000000
65	1382.000000
66	1205.000000
67	1475.000000
68	1739.000000
69	1187.000000
70	1460.000000
71	1574.000000
72	1237.000000
73	1918.000000
74	1848.000000
75	1537.000000
76	2136.000000
77	2930.000000
78	2151.000000
79	3898.000000
80	5363.000000
81	2613.000000
82	5599.000000
83	10791.000000
84	2777.000000
85	11160.000000
86	7491.000000
87	2767.000000
88	9662.000000
89	6629.000000
90	3033.000000
91	9519.000000
92	6481.000000
93	3367.000000
94	5769.000000
95	4345.000000
96	3733.000000
97	4484.000000
98	5935.000000
99	3935.000000
100	6460.000000
101	8656.000000
102	4176.000000
103	7339.000000
104	5172.000000
105	4212.000000
106	6325.000000
107	6983.000000
108	4749.000000
109	10225.000000
110	9633.000000
111	4975.000000
112	7123.000000
113	7694.000000
114	4912.000000
115	6724.000000
116	5157.000000
117	4210.000000
118	5155.000000
119	4152.000000
120	4181.000000
121	5179.000000
122	4635.000000
123	4416.000000
124	5667.000000
125	4627.000000
126	4745.000000
127	4965.000000
128	5768.000000
129	5085.000000
130	5599.000000
131	6116.000000
132	4656.000000
133	6193.000000
134	5255.000000
135	4352.000000
136	5117.000000
137	4121.000000
138	4247.000000
139	4657.000000
140	4621.000000
141	4494.000000
142	4664.000000
143	5428.000000
144	4443.000000
145	5841.000000
146	5377.000000
147	4224.000000
148	5415.000000
149	4480.000000
150	4538.000000
151	4750.000000
152	4536.000000
153	5109.000000
154	4902.000000
155	5496.000000
156	4805.000000
157	5802.000000
158	5120.000000
159	4465.000000
160	4808.000000
161	5354.000000
162	4389.000000
163	6127.000000
164	4596.000000
165	4365.000000
166	5770.000000
167	4812.000000
168	4740.000000
169	6379.000000
170	5195.000000
171	4295.000000
172	4628.000000
173	4809.000000
174	3861.000000
175	5081.000000
176	5240.000000
177	3131.000000
178	4479.000000
179	4651.000000
180	2886.000000
181	9073.000000
182	6311.000000
183	2937.000000
184	5701.000000
185	5082.000000
186	2515.000000
187	3368.000000
188	3472.000000
189	1937.000000
190	2209.000000
191	2337.000000
192	1640.000000
193	3346.000000
194	1992.000000
195	1432.000000
196	1839.000000
197	1428.000000
198	1152.000000
199	1467.000000
200	1306.000000
201	1110.000000
202	1177.000000
203	1494.000000
204	1016.000000
205	1093.000000
206	1093.000000
207	907.000000
208	1115.000000
209	1032.000000
210	784.000000
211	1683.000000
212	1300.000000
213	790.000000
214	990.000000
215	780.000000
216	581.000000
217	1195.000000
218	751.000000
219	432.000000
220	449.000000
221	424.000000
222	340.000000
223	348.000000
224	465.000000
225	200.000000
226	214.000000
227	131.000000
228	99.000000
229	78.000000
230	82.000000
231	61.000000
232	60.000000
233	48.000000
234	41.000000
235	28.000000
236	23.000000
237	19.000000
238	15.000000
239	11.000000
240	5.000000
241	9.000000
242	7.000000
243	5.000000
244	7.000000
245	2.000000
246	8.000000
247	1.000000
248	0.000000
249	2.000000
250	2.000000
251	3.000000
252	1.000000
253	3.000000
254	4.000000
255	0.000000
